protocol_id,task,model,seed,regime,regime_n,ramp_q33,ramp_q67,test_rmse,test_mae,test_smape,rmse_h1,mae_h1,smape_h1,rmse_h2,mae_h2,smape_h2,rmse_h4,mae_h4,smape_h4,rmse_h8,mae_h8,smape_h8,rmse_h24,mae_h24,smape_h24,picp95,mpiw95
SpikeLoRA-TS-R2-corrected-v1,SR,lstm,0,medium,7005,120.00001525878906,530.0,68.4349379962835,34.46554442880155,75.86308079658014,47.46242287343849,24.481262798431853,67.43331883717404,54.857054713594536,28.706647634676404,68.09044116132534,62.98182901044712,32.78761760812415,73.39048667139109,71.34275572964951,36.09518226770568,93.59001710471954,95.38462179673823,50.257011835069676,76.81114020829071,0.9119486081370449,320.3971862792969
SpikeLoRA-TS-R2-corrected-v1,SR,lstm,0,high,6988,120.00001525878906,530.0,49.8908441738186,24.218761884299564,58.14946295958174,38.6853454332831,16.18281639898308,66.44768654171061,43.090352648284465,18.80455639189014,62.0117341244535,51.796820128328,24.96311244189432,52.70921765501919,59.817053489852036,30.770473547915287,33.35347597155807,53.208615426649736,30.37285064081499,76.22520050516728,0.9217229536348025,338.98272705078125
SpikeLoRA-TS-R2-corrected-v1,SR,lstm,1,low,7008,120.00001525878906,530.0,21.681251410648073,8.305163386096693,191.23321299719166,13.780571709381375,6.684315457191642,186.46668952536479,15.176066077938595,6.664866710906704,192.14499909905558,14.411685737612187,4.208939524001726,196.8214499942011,15.487911465517913,5.583658156329638,198.02305522193956,38.50446841674183,18.384037082053755,182.70987114539733,0.8260559360730594,202.188720703125
SpikeLoRA-TS-R2-corrected-v1,SR,lstm,1,medium,7005,120.00001525878906,530.0,68.91427291694868,39.07806794868377,78.23907159758427,55.172854062868694,35.75544352670978,69.64854278275958,58.35118536454407,34.38115160967264,71.01093481171141,64.06054620880896,36.30275238712373,77.56868396275397,70.36040278170769,38.17389710757836,96.52823622123842,90.78898908619567,50.777095112334315,76.43896020945792,0.9121770164168451,315.6593933105469
SpikeLoRA-TS-R2-corrected-v1,SR,lstm,1,high,6988,120.00001525878906,530.0,58.4142718663452,36.33731268722805,59.52892117302775,55.88249647893757,36.91665716668027,68.50389591326187,52.59052489323219,31.535707893000374,63.14934446615934,61.54835832227705,37.596766000757505,54.338920454356256,67.57967948036672,44.54924009811148,36.136488558468095,53.078296659517875,31.088192277590615,75.51595647289317,0.9212364052661706,328.28076171875
SpikeLoRA-TS-R2-corrected-v1,SR,lstm,2,low,7008,120.00001525878906,530.0,17.161251426564625,6.114977079548248,191.10464367976348,11.260359766716316,5.998212670626706,184.63185004110673,11.02634307620953,2.9792529350002064,190.05173601551792,12.303048514674513,3.0432190633799934,196.5161861762378,12.56260674382112,5.48968044481321,197.6907898098392,30.24868125992174,13.064520283921125,186.6326563561158,0.8266837899543379,200.8766632080078
SpikeLoRA-TS-R2-corrected-v1,SR,lstm,2,medium,7005,120.00001525878906,530.0,65.81833384583983,32.75334363503085,76.49071462441157,46.20074323541253,22.224298841760977,66.50095717870647,53.83094341257711,25.576857204832066,67.80059179199652,61.319103043016725,29.039358615262607,73.82563603679193,70.79854163567654,35.36788881616368,95.90768492967042,88.63137317722658,51.55831469713493,78.41870318489248,0.9140328336902213,314.84326171875
SpikeLoRA-TS-R2-corrected-v1,SR,lstm,2,high,6988,120.00001525878906,530.0,52.302553515232255,27.289874903652144,58.714732927763855,40.49584841838134,19.88997328834119,66.15939467029312,44.16512398175927,20.426277106055274,61.0576629811049,51.47290980666039,24.89623274363718,53.127911815269044,59.347135733808955,34.88643969408635,35.37821673402755,62.576118782233884,36.35045168614074,77.85047843812465,0.9207784773898111,331.6536865234375
SpikeLoRA-TS-R2-corrected-v1,SR,gru,0,low,7008,120.00001525878906,530.0,20.712561665047545,8.6588677528242,191.0497202387171,12.64384188661115,5.963464822943352,185.71695261924563,12.933350539432931,6.418976761979055,190.4354222710909,16.22277541789896,9.457032899334006,196.83981423200976,15.201976934862127,6.673273556852994,197.88371716424095,36.38178410722661,14.781590723011591,184.37269490699825,0.8261986301369864,190.1823272705078
SpikeLoRA-TS-R2-corrected-v1,SR,gru,0,medium,7005,120.00001525878906,530.0,65.11266673442822,31.614956805755376,75.10229080184729,46.71366364365185,23.199593962642826,66.39893063862161,53.26851086588407,26.5765574235392,67.3389085359581,61.505896954262866,29.28096900302797,73.0134645779384,68.89000365023546,33.248945212517356,93.46375552002169,87.46306799092213,45.76871842704953,75.29639473669666,0.910492505353319,302.6669616699219
SpikeLoRA-TS-R2-corrected-v1,SR,gru,0,high,6988,120.00001525878906,530.0,48.4973259378259,24.924196348752577,58.02085525765379,41.09251462759273,20.097065679400597,65.50326988108563,42.79588173491058,19.98584063420244,61.55405979514556,51.35157515082406,23.343970119168436,52.58624240504302,57.6357817278049,31.62801327020288,34.37788000521,47.759849851787976,29.566092040788533,76.08282420178472,0.9202346880366342,318.6390686035156
SpikeLoRA-TS-R2-corrected-v1,SR,gru,1,low,7008,120.00001525878906,530.0,21.245354615857014,9.025649017177216,190.43460997535817,10.37410227535047,5.365063557341763,184.47238854291507,12.85160812762637,7.052743511112857,190.46040702987452,14.617924072672519,8.12710957657801,196.62243599283372,17.617531070705326,9.222816561999386,198.06431977248508,38.20966538796689,15.360511878854064,182.55349853868253,0.8262557077625571,197.5470428466797
SpikeLoRA-TS-R2-corrected-v1,SR,gru,1,medium,7005,120.00001525878906,530.0,72.74417433015533,37.012650505463455,76.25107450862933,46.23544530868253,23.94876975495844,66.39175454918855,53.059155786168354,25.685834365398183,67.58165737900586,61.3985955801731,30.498978603235063,73.53392050521784,73.70095883188777,38.82271092896118,94.74164306568812,110.92324015863325,66.1069588747644,79.00639704404622,0.9079514632405424,309.3673095703125
SpikeLoRA-TS-R2-corrected-v1,SR,gru,1,high,6988,120.00001525878906,530.0,56.76857975189706,33.78013462095037,59.70946832004148,47.78572723244958,31.397723992210697,69.21170793389435,45.998246641775744,23.625224301797292,62.950357036906645,56.662659800436316,31.688393112994905,52.69704405299087,68.80992966493463,43.131812524167756,35.004745418092874,61.38876426376855,39.05751917358119,78.68348715832263,0.9197195191757298,324.5362243652344
SpikeLoRA-TS-R2-corrected-v1,SR,gru,2,low,7008,120.00001525878906,530.0,20.004048377940734,9.732507659964366,190.57423528639708,10.987428546916906,5.442703129494027,185.50695133997743,11.871719636447091,4.764349411611688,191.0480879084722,14.715676386748639,9.916780833239969,196.6397008819319,16.547949951530217,12.610403131676591,197.73050552233425,35.3378361705566,15.928301793799553,181.9459307792696,0.826398401826484,189.5059051513672
SpikeLoRA-TS-R2-corrected-v1,SR,gru,2,medium,7005,120.00001525878906,530.0,67.26254390594391,35.053563101507784,75.8670051900048,45.7000612540133,22.471448460755223,66.28559145100122,54.08886275020351,28.20967620806044,67.82567038547629,63.32955550040302,35.613209319131705,74.21572946881338,71.48900602735317,39.83496116512933,95.40050414871412,92.11860728759788,49.138520354462216,75.60753049601902,0.9093504639543183,298.3305358886719
