task,model,regime,test_rmse_mean,test_rmse_std,test_rmse_ci95_low,test_rmse_ci95_high,test_rmse_n,test_mae_mean,test_mae_std,test_mae_ci95_low,test_mae_ci95_high,test_mae_n,test_smape_mean,test_smape_std,test_smape_ci95_low,test_smape_ci95_high,test_smape_n,picp95_mean,picp95_std,picp95_ci95_low,picp95_ci95_high,picp95_n,mpiw95_mean,mpiw95_std,mpiw95_ci95_low,mpiw95_ci95_high,mpiw95_n
SR,gru,high,52.45699524235231,4.146841345872662,42.15567027055219,62.758320214152434,3,29.936162282692255,4.542033404754886,18.653125814050718,41.21919875133379,3,58.74784193857789,0.868415430780986,56.59057841753567,60.90510545962012,3,0.9205304331234497,0.0009924063698155971,0.9180651590348401,0.9229957072120594,3,319.3788553873698,4.830153812263289,307.38008814892066,331.37762262581896,3
SR,gru,low,20.653988219615098,0.6227225951054275,19.107059537173843,22.200916902056353,3,9.139008143321927,0.545722806158223,7.783357540398869,10.494658746244985,3,190.68618850015744,0.3224752712625089,189.88511551771725,191.48726148259763,3,0.8262842465753426,0.00010289815283858021,0.82602863339341,0.8265398597572752,3,192.41175842285156,4.460128507792628,181.3321849975285,203.49133184817464,3
SR,gru,medium,68.37312832350915,3.9351016959303866,58.597793801196936,78.14846284582137,3,34.560390137575546,2.7324327984842296,27.772650778121495,41.348129497029596,3,75.74012350016046,0.5848078519097413,74.28738026112178,77.19286673919915,3,0.9092648108493933,0.0012726846017429199,0.9061032870350789,0.9124263346637076,3,303.45493570963544,5.56042000575367,289.6420866803429,317.26778473892796,3
SR,itransformer,high,53.624430776352376,1.8027303201379434,49.14620040403746,58.102661148667295,3,28.353167923241482,1.7598807600213366,23.981381759142824,32.72495408734014,3,58.89105272416433,0.28377876338013946,58.18610719626659,59.595998252062074,3,0.9198626216370922,0.00019828858701420542,0.9193700454802867,0.9203551977938977,3,325.3951822916667,2.580707972988378,318.98434829303096,331.8060162903024,3
SR,itransformer,low,25.08367925620645,0.36675995788409194,24.17259701367791,25.994761498734995,3,13.326595055204185,1.565281018559875,9.438221447560817,17.214968662847554,3,190.745673269412,0.46584028761718344,189.5884618433039,191.90288469552013,3,0.8252663622526636,0.00036136643670511365,0.8243686782594947,0.8261640462458325,3,196.11964416503906,5.782637141298433,181.75477716914952,210.4845111609286,3
SR,itransformer,medium,66.67708162709503,0.721923215819778,64.88372494171128,68.47043831247879,3,34.73926832062501,1.5157198729588666,30.97401142380513,38.504525217444886,3,76.51733627798161,0.20365399423176872,76.01143171076816,77.02324084519506,3,0.9118819890554365,0.001749396570240068,0.9075362470625503,0.9162277310483227,3,310.5719706217448,1.8123523610749923,306.06983777467445,315.07410346881517,3
SR,lstm,high,53.535889851798686,4.39352293686441,42.621773837029,64.45000586656838,3,29.281983158393256,6.300094433002208,13.631680989978102,44.93228532680841,3,58.79770568679112,0.6934620391314575,57.07505048373873,60.52036088984351,3,0.9212459454302614,0.00047231039093631846,0.9200726613764995,0.9224192294840233,3,332.97239176432294,5.471494597114547,319.38044569616096,346.5643378324849,3
SR,lstm,low,19.801458645240974,2.353990775169727,13.953821387601929,25.64909590288002,3,7.742770576404472,1.4319699656435638,4.185559982699552,11.29998117010939,3,190.86857294793853,0.5241875611111101,189.56641885936813,192.17072703650894,3,0.8264079147640792,0.0003207708390427426,0.8256110758259931,0.8272047537021652,3,201.13174438476562,0.9553274732867466,198.75857938133228,203.50490938819897,3
SR,lstm,medium,67.72251491969068,1.6663942099788591,63.5829622200911,71.86206761929026,3,35.432318670838725,3.271318348499271,27.305913394291583,43.55872394738587,3,76.864289006192,1.2312601007325943,73.80566935702655,79.92290865535745,3,0.9127194860813704,0.0011431115614085761,0.9098798395429728,0.9155591326197681,3,316.96661376953125,2.998856199011873,309.5170419935419,324.4161855455206,3
SR,mlp,high,56.827713561031175,1.5659522851835461,52.93767243465333,60.71775468740902,3,35.21648880067479,1.190263006620808,32.25971157906335,38.17326602228623,3,61.36054416083877,1.2922932315326938,58.15030980978849,64.57077851188906,3,0.9199484831139095,0.0024558650555787215,0.9138477761144522,0.9260491901133668,3,333.3949788411458,9.051967614422704,310.9086447248944,355.88131295739726,3
SR,mlp,low,26.875684870524438,3.006717607076592,19.406584274294325,34.34478546675455,3,17.347498275736513,4.857022876990835,5.281984580319014,29.413011971154013,3,191.28236158027173,0.4093862686368305,190.26538971169083,192.29933344885262,3,0.8254946727549467,0.00018124580368394843,0.8250444332189245,0.8259449122909689,3,201.54003397623697,12.45305544487164,170.6049293194969,232.47513863297704,3
SR,mlp,medium,72.76800056127259,1.9992787396179388,67.80151684794855,77.73448427459662,3,42.5102639820608,3.3021037334770345,34.30738356972059,50.713144394401006,3,78.73349747831513,1.426219418947869,75.19057203451999,82.27642292211027,3,0.9097025933856768,0.001678046447666025,0.9055340949230126,0.913871091848341,3,316.1205749511719,4.403544811736458,305.1815632190904,327.05958668325337,3
SR,patchtst,high,55.10908947870295,3.0889113151289713,47.43580839263385,62.782370564772044,3,28.899500315490968,3.6965790984396176,19.716688772702874,38.08231185827906,3,58.56897569795004,0.29284059495414916,57.841519332502045,59.29643206339803,3,0.9197195191757298,0.0004443095219307141,0.9186157931366257,0.9208232452148339,3,329.3262634277344,0.31026372506775557,328.55552560771497,330.0970012477538,3
SR,patchtst,low,24.155516292560378,2.7407492146935533,17.347117809974392,30.963914775146364,3,11.113807337759473,4.4329597611964155,0.10172482043618558,22.12588985508276,3,190.71326511296516,0.5446882900871394,189.36018439042766,192.06634583550266,3,0.8254851598173517,0.00020579630567714503,0.8249739334534866,0.8259963861812168,3,206.97877502441406,5.480589102734102,193.3642369518731,220.59331309695503,3
SR,patchtst,medium,66.44452278560607,0.21710595694696844,65.90520169051514,66.983843880697,3,34.951322964820974,1.3020337216059836,31.716891895049002,38.18575403459295,3,76.34409871675614,0.5094716049898813,75.07850108975049,77.60969634376178,3,0.9131192005710207,0.0010278372591006057,0.9105659112741784,0.915672489867863,3,315.75128173828125,1.4148093814456544,312.2367003989375,319.265863077625,3
SR,snn_tcn,high,63.389364729589204,0.5441398644934515,62.03764637175106,64.74108308742736,3,38.76442008321464,1.6222023370735037,34.734646081650766,42.79419408477851,3,60.27691288030352,0.2490475276136226,59.658244524948,60.89558123565904,3,0.9215607708452586,0.0008559074534385177,0.9194345788624301,0.923686962828087,3,384.07867431640625,9.782555914811919,359.7774582514169,408.3798903813956,3
SR,snn_tcn,low,35.98870000906914,3.3608860762784096,27.63979616219281,44.337603855945474,3,17.605814627135,4.5386747222103905,6.331121588463935,28.880507665806064,3,191.81990619602792,0.8259306092458614,189.76818082233677,193.87163156971906,3,0.8225266362252664,0.0004424283087607501,0.8214275833787416,0.8236256890717913,3,240.06473286946616,14.32156591906489,204.48799087903967,275.64147485989264,3
SR,snn_tcn,medium,78.60415968389712,2.46733788505523,72.47495259607707,84.73336677171717,3,44.66154924100903,2.879667939230176,37.50805751593764,51.81504096608042,3,78.33932881376147,0.7475281644654007,76.48236590984048,80.19629171768246,3,0.9141660718534381,0.0003246961143798418,0.9133594819908584,0.9149726617160179,3,367.6339416503906,10.076953091286649,342.6014024570966,392.66648084368467,3
SR,tcn,high,51.74475531898046,2.1087090833723408,46.50643156192967,56.983079076031245,3,27.27887552869477,2.683814936879303,20.61190963271668,33.94584142467286,3,58.61747290139914,0.9285931910807858,56.31071953658937,60.92422626620891,3,0.9207498568975385,0.0004235446075257187,0.9196977137653884,0.9218020000296886,3,330.5674235026042,5.047377603442969,318.0290424526029,343.1058045526055,3
