protocol_id,task,mode,seed,fraction,regime,regime_n,ramp_q33,ramp_q67,test_rmse,test_mae,test_smape,rmse_h1,mae_h1,smape_h1,rmse_h2,mae_h2,smape_h2,rmse_h4,mae_h4,smape_h4,rmse_h8,mae_h8,smape_h8,rmse_h24,mae_h24,smape_h24,picp95,mpiw95
SpikeLoRA-TS-R2-corrected-v1,WS,fullft,2,0.5,low,7295,0.3999999761581421,1.0,0.5138272292205274,0.40841093014167384,33.48268899367676,0.49070821086135014,0.38524645309565897,31.449989045467763,0.4973183847248648,0.3921116973129832,32.13987970169226,0.5086151859995818,0.4023287328650806,33.16368221836594,0.5201629813134769,0.4139786111401564,34.35164686368341,0.5501936467206907,0.44838915629449,36.308247139174426,0.9380397532556546,1.8584545850753784
SpikeLoRA-TS-R2-corrected-v1,WS,fullft,2,0.5,medium,7232,0.3999999761581421,1.0,0.5892538427773232,0.4700518960298031,31.603006956872065,0.5375038353890257,0.419276014291805,28.588802866365437,0.552644540823672,0.4349483125801899,29.512140070000974,0.5911372280437862,0.4732000320424548,31.77463334795544,0.6661947062588792,0.5478433710646576,36.408283283669924,0.5903520013961547,0.4749917501699081,31.73117521636854,0.8946073008849558,1.859862208366394
SpikeLoRA-TS-R2-corrected-v1,WS,fullft,2,0.5,high,6474,0.3999999761581421,1.0,0.6687017926157036,0.5277071947940235,31.533005018941758,0.6279767067079666,0.4895782087977595,29.239535345010626,0.6156766098202691,0.47539577362233193,28.30559478801079,0.598695633667481,0.45573956747463096,26.879172271792118,0.5879770034875984,0.4578445873346673,26.86069900551506,0.8707724081451781,0.7599778367407277,46.38002368438021,0.8402533209762125,1.8577009439468384
SpikeLoRA-TS-R2-corrected-v1,WS,lora,2,0.5,low,7295,0.3999999761581421,1.0,0.6927431126029572,0.5431104743014957,41.10367403793694,0.6948113239214582,0.5370247747899736,39.99070899587536,0.6965678002786673,0.5398566893962575,40.451928771259226,0.7033288952199064,0.5474745661612649,41.351405918296216,0.706973448727743,0.5580239142270182,42.63198546512339,0.6610693095299187,0.5331724269329644,41.09234103913052,0.8595476353666895,2.0687673091888428
SpikeLoRA-TS-R2-corrected-v1,WS,lora,2,0.5,medium,7232,0.3999999761581421,1.0,0.6963503813733728,0.5688012248333708,37.470917787959245,0.6556196592625713,0.525277506090305,34.80714140533163,0.6716601400972669,0.5435301111763822,35.921433829999216,0.70693067907381,0.5805326959662205,38.152012625467925,0.7605008203428087,0.6349447808698215,41.67137971005147,0.6822333208143059,0.559721030064125,36.80262136894599,0.8709347345132743,2.0724728107452393
SpikeLoRA-TS-R2-corrected-v1,WS,lora,2,0.5,high,6474,0.3999999761581421,1.0,0.7367578030188653,0.5863018600024447,35.281178570780085,0.6580085655981924,0.5166016016103693,31.464003246974787,0.6480396920067486,0.5047103755537433,30.53239797231863,0.6310158420147457,0.4891103455635144,29.24270824262568,0.6176174484086818,0.4871298620683896,28.81584235929669,1.0399506148258697,0.9339571152162066,56.350941032684666,0.8402533209762125,2.071491003036499
SpikeLoRA-TS-R2-corrected-v1,WS,spikelora,2,0.5,low,7295,0.3999999761581421,1.0,0.6741024488730568,0.5295175932971805,40.665368154230165,0.6833016798088156,0.5319966122089305,40.034508984902004,0.6850073215197212,0.5343013785896928,40.44011510358745,0.6921894116516336,0.5419502439116517,41.274740290733185,0.6850329366335066,0.5405843116879218,41.78340732275493,0.6225255302738419,0.49875542008770585,39.794069069173254,0.8299108978752571,1.9182430505752563
SpikeLoRA-TS-R2-corrected-v1,WS,spikelora,2,0.5,medium,7232,0.3999999761581421,1.0,0.7048194903716193,0.5739496239617599,37.985661190225564,0.6622145648177836,0.533355123973328,35.36413663591375,0.6727696340339374,0.5441341952758685,36.009427228318266,0.7072822386625912,0.5795441077675967,38.0719074071621,0.7700268943211107,0.6359152688059659,41.73349703028678,0.7067643713418211,0.5767994239860403,38.74933764944694,0.8241980088495575,1.9236778020858765
SpikeLoRA-TS-R2-corrected-v1,WS,spikelora,2,0.5,high,6474,0.3999999761581421,1.0,0.7466801734619481,0.5930174490534158,35.8519382878019,0.6749381390771216,0.5296507869692618,31.83087496380376,0.6672206345877458,0.521716780801743,31.233312511403888,0.649130513251982,0.5058895384948637,30.062187896345073,0.6440889963289439,0.5121814289283045,30.810545148399065,1.0250416976779306,0.895648710072906,55.32277091905774,0.8047574915044795,1.920495629310608
SpikeLoRA-TS-R2-corrected-v1,WP,fullft,0,0.1,high,9669,,,1017.3255511444212,719.2888623382697,84.11771803746718,968.5560228016791,674.2669804551656,81.57895290152084,980.6618300892446,684.9047839063833,82.3487540021395,996.1702991210296,695.5540469812008,82.88845108583881,1018.7460447328708,722.0461165960479,83.79684429313278,1115.6877799130714,819.6723837525512,89.97558790470396,0.9432412865859965,3416.505126953125
SpikeLoRA-TS-R2-corrected-v1,WP,lora,0,0.1,high,9669,,,1000.14196315123,725.2859271059067,84.00382837184952,960.3610544423303,678.7594625386423,82.04142382771403,966.4703996867089,685.7007705731086,82.48801984651158,985.2851800764859,702.4870632422945,83.227510199202,998.8460135656569,725.0765851263744,83.91306468626921,1084.7032308541593,834.4057540491135,88.3491232995508,0.9347605750336125,3245.032958984375
SpikeLoRA-TS-R2-corrected-v1,WP,spikelora,0,0.1,high,9669,,,1001.3226118903978,724.7263713587722,84.20565177542105,955.7297619639118,676.2302671869041,82.32271208748455,964.6431627877848,687.0239881357099,82.73536903423482,980.0172102340266,698.9182300036986,83.36423692999155,1002.2716052530399,723.5309596079953,84.20574179273756,1097.4046441248709,837.9284118595532,88.4001990326567,0.9354224842279449,3178.873779296875
SpikeLoRA-TS-R2-corrected-v1,WP,fullft,0,0.2,high,9669,,,1015.9716100688429,733.9048995278887,84.06351147546529,975.7000418527338,688.5179212260289,82.53267661153322,983.6647265245041,697.2589845656362,82.81876539210818,996.7026500006599,708.1071227023663,83.17484260603861,1019.7606754520838,733.2903812545349,83.93127432418281,1099.1254199283185,842.3500878908775,87.85999844346367,0.9598717550935981,3800.5439453125
SpikeLoRA-TS-R2-corrected-v1,WP,lora,0,0.2,high,9669,,,1014.1962039248041,796.4646189570587,84.08342036357733,980.2265137020785,756.8182429669623,83.18193074167819,987.613147676436,765.3709502930799,83.29699413252533,997.1494784388516,767.0433623885674,83.32292537432426,1012.6480420857291,792.0903797471199,83.84962169640431,1089.4874084442602,901.0001593895641,86.76562987295455,0.9389802461474817,3374.283935546875
SpikeLoRA-TS-R2-corrected-v1,WP,spikelora,0,0.2,high,9669,,,1020.6003810285081,784.4770209864483,84.15214959509285,980.0170253736997,743.1421199415497,83.25524557522412,988.7064474378676,753.4667666446387,83.54575382851645,1002.2453833348945,759.4769077788268,83.64366633504383,1020.6821107594279,783.1126742440402,83.91167536417579,1106.2839146935676,883.1866363231861,86.404406872504,0.9389802461474817,3415.70166015625
SpikeLoRA-TS-R2-corrected-v1,WP,fullft,0,0.5,high,9669,,,1017.8605315657361,731.381746011486,82.72410148002595,971.3498016930038,680.2872339766081,81.20627413546362,978.3805736949838,687.4846234772837,81.67318637322421,994.8473676013645,704.6064541815035,81.73243741267852,1019.5928432332195,731.7485323345812,82.57253899520055,1118.1057524080115,852.7818860874537,86.43607048356289,0.9438618264556831,3491.79443359375
SpikeLoRA-TS-R2-corrected-v1,WP,lora,0,0.5,high,9669,,,1030.504477965597,749.946425693128,84.0268069394723,987.9345350043393,705.0520263318377,82.76436051553763,995.4440485591596,712.3996230742963,82.76874183435837,1010.3610029074514,727.6096228902251,83.30322231237987,1022.153384653638,742.7171479676007,85.55299873122905,1130.109286004946,861.9537082016807,85.74471130385648,0.9274382045713103,3253.603271484375
SpikeLoRA-TS-R2-corrected-v1,WP,spikelora,0,0.5,high,9669,,,1020.7568994470842,727.8404693562485,83.12999726418764,972.8727870655562,671.3002320914052,81.46711951851596,986.7192822827174,687.5288301002944,82.09326526070386,1001.27191736692,702.4842324331364,82.59715679161233,1026.0669989631688,732.8241366312341,83.66393735231115,1110.976101513434,845.0649155251723,85.82850739779491,0.9327127934636467,3318.64990234375
SpikeLoRA-TS-R2-corrected-v1,WP,fullft,1,0.1,high,9669,,,966.4800179174774,695.3974398879776,84.02273315872155,915.1993827213587,650.4965911464393,81.08402785387224,923.9617219839463,656.8815126449643,81.99448886564883,940.3063911588252,668.6539524988547,83.21695603720165,966.2284230609762,695.3095016266446,84.54422304974163,1077.6592580953911,805.645641522985,89.27396998714343,0.9554659220188231,3520.34033203125
SpikeLoRA-TS-R2-corrected-v1,WP,lora,1,0.1,high,9669,,,952.0451745456759,703.1587899310942,84.0519037966018,902.2057326497629,663.1368617397983,81.61726611457797,907.6385562031089,664.421020514125,82.0209029971583,922.299037497121,673.8913978784183,82.98499075092364,945.9674725917558,697.105487302314,83.6498629355421,1071.7635771830574,817.2391822208157,89.98649618480701,0.958609990691902,3496.27490234375
SpikeLoRA-TS-R2-corrected-v1,WP,spikelora,1,0.1,high,9669,,,987.38517182276,719.4653319782253,85.25463715314037,938.5493173372982,677.2450915715455,83.08384026882763,943.7125566009605,681.4819972612013,83.53362885428082,958.7667737389614,688.7121261421509,84.47421385829408,985.8567723766331,716.6083156243637,85.14998953943332,1100.9231921664598,833.2791292918654,90.03151324486599,0.9660357844658186,3754.7294921875
SpikeLoRA-TS-R2-corrected-v1,WP,fullft,1,0.2,high,9669,,,963.2153635508057,722.3119194445017,83.2009758329883,913.5259996841455,678.3642823995239,81.50582066262547,919.1296909772844,682.6638371641874,81.86683404491647,935.5239240277783,692.7045678574589,82.51115929543947,964.4328803417299,722.0503493516247,83.27036311905218,1074.3622521543002,835.7765604497137,86.85070204290794,0.9538938876822836,3456.821533203125
SpikeLoRA-TS-R2-corrected-v1,WP,lora,1,0.2,high,9669,,,994.6785254736116,775.150833003318,84.03832579434997,954.1117852696697,741.0707224752088,83.00413334476305,959.5813834356925,744.0715035598223,83.20881291543508,968.9969699901375,751.2022284163427,83.51206393124995,985.7913975718841,765.3908737424068,83.86758087176686,1097.7528444910358,874.0188368228096,86.59903790853494,0.956748371082842,3646.50439453125
SpikeLoRA-TS-R2-corrected-v1,WP,spikelora,1,0.2,high,9669,,,962.0787170801393,700.7572219948054,84.79756677954158,913.5483885442492,650.3912653736127,83.08892993929,920.9043794779799,659.104701110922,83.76657306152292,936.4499634487239,671.5329545530295,84.45118733437191,959.3040870814937,697.4902534449355,84.83077190338811,1071.5124308214727,825.2669354915274,87.85037165913498,0.9387527148619299,3202.2470703125
SpikeLoRA-TS-R2-corrected-v1,WP,fullft,1,0.5,high,9669,,,982.2856903176851,712.724020134822,84.59466052774299,930.6773020012115,659.2630818116775,82.55416788445311,938.5839613049424,671.5745705811582,83.274990139994,959.5588616744562,688.5145716338237,83.80375462890576,982.883370697168,713.9048662965849,84.92453335737076,1091.1062573023391,830.3630103508656,88.41585662799133,0.9319474609576999,3238.355224609375
SpikeLoRA-TS-R2-corrected-v1,WP,lora,1,0.5,high,9669,,,983.9235854720546,706.764114787352,82.81352887760211,942.7071444322146,664.5580952046934,80.96445059571924,949.0195699574538,669.0304836486633,81.21385142249619,966.994388755958,680.8561997136972,82.3877817837716,983.9853278486644,702.3031831087008,83.05198520743348,1071.3953204154827,817.0726122610052,86.44957537859005,0.9315337677112421,3246.813232421875
SpikeLoRA-TS-R2-corrected-v1,WP,spikelora,1,0.5,high,9669,,,1004.926458277094,744.9909928925763,84.04299714936617,950.3029451097028,695.5689281337768,82.10346419409201,963.2908349069812,704.6891079597974,82.67533513888615,982.1623783582884,716.6634439169923,83.30844795897421,1004.97787223813,741.5998090759208,84.41070596545971,1115.2387867519976,866.4336753763941,87.71703248941887,0.9307270658806495,3162.785888671875
SpikeLoRA-TS-R2-corrected-v1,WP,fullft,2,0.1,high,9669,,,1083.9566096694593,783.9799937968738,84.50091239715857,1042.0439159852685,743.1389284701046,82.39291254368432,1044.7994157606606,747.7081400016826,82.75711377440929,1072.8251933604863,770.0685580974898,83.65524747150295,1093.3048246383257,791.7792208666934,84.76900037579448,1162.359230672001,867.2051215483984,88.93028782040176,0.9343882511118006,3358.312744140625
SpikeLoRA-TS-R2-corrected-v1,WP,lora,2,0.1,high,9669,,,948.4874619486233,694.8191166401847,84.79362273638145,898.7539733576473,645.5930016644185,82.36456456111918,905.491571905742,655.4595978196669,82.90230895061713,922.5763527059667,669.9549135465954,83.8253697249833,948.669805170483,696.8099543813811,84.99486530516907,1057.9920179924654,806.2781157888613,89.88100514001857,0.9642362188437273,3489.35693359375
SpikeLoRA-TS-R2-corrected-v1,WP,spikelora,2,0.1,high,9669,,,923.9777483840489,683.5944825809489,83.555127552492,869.5064934340693,633.2362025260235,81.36390817218214,878.6464902461868,643.82940878983,82.13400487636551,895.683191165669,656.9481478036282,82.67614386973932,924.8389659098185,685.1640950659707,83.75138808264975,1040.690976609518,798.7945587192921,87.85019276152323,0.9586306753542249,3351.8154296875
