task,mode,fraction,regime,test_rmse_mean,test_rmse_std,test_rmse_ci95_low,test_rmse_ci95_high,test_rmse_n,test_mae_mean,test_mae_std,test_mae_ci95_low,test_mae_ci95_high,test_mae_n,test_smape_mean,test_smape_std,test_smape_ci95_low,test_smape_ci95_high,test_smape_n,picp95_mean,picp95_std,picp95_ci95_low,picp95_ci95_high,picp95_n,mpiw95_mean,mpiw95_std,mpiw95_ci95_low,mpiw95_ci95_high,mpiw95_n
EC,lora,0.1,low,5555.575478993426,323.1044492362053,4752.939531821395,6358.211426165458,3,4750.453343370615,287.6165885296588,4035.9741292879658,5464.932557453263,3,16.731009802544758,1.0575624391343303,14.103879064993063,19.358140540096453,3,0.9232004588471465,0.006199479619755048,0.9078000977306763,0.9386008199636168,3,17914.095052083332,782.2085843028351,15970.981209385902,19857.20889478076,3
EC,lora,0.1,medium,6395.717977463774,287.55810824234925,5681.384036468224,7110.051918459325,3,5180.775621616899,223.88000362412785,4624.626861714294,5736.924381519504,3,17.0111606852855,0.6697130298179617,15.347501291884745,18.674820078686256,3,0.8459803078099609,0.022277307571253915,0.7906404079566337,0.9013202076632881,3,17914.095052083332,782.2085843028351,15970.981209385902,19857.20889478076,3
EC,lora,0.2,high,5728.682896628993,364.85785707132857,4822.325734460926,6635.040058797061,3,4407.269510127563,256.7918468880648,3769.36319921081,5045.175821044317,3,14.006651848689794,0.8445595190939017,11.908649697516909,16.104653999862677,3,0.880952380952381,0.024622230020309402,0.8197873708122974,0.9421173910924647,3,17584.895182291668,642.7838714272665,15988.131526794108,19181.65883778923,3
EC,lora,0.2,low,5421.0449866094195,581.2081595797255,3977.2438790383117,6864.846094180528,3,4674.96647462151,586.9738334798321,3216.8426390816703,6133.09031016135,3,16.45623362877397,1.877338302364969,11.792666754213599,21.11980050333434,3,0.9257814740464583,0.017409285233685436,0.882534412063378,0.9690285360295385,3,17584.89453125,642.7828501968387,15988.133412629457,19181.655649870543,3
EC,lora,0.2,medium,6287.4923512426985,533.0676903911975,4963.278798642686,7611.705903842711,3,5138.09959272088,413.2664679790337,4111.488774625024,6164.710410816735,3,17.040967927035812,1.2672019903272496,13.893063674497824,20.1888721795738,3,0.8441258005926775,0.03533687851889665,0.756344128049434,0.931907473135921,3,17584.893229166668,642.7827536972919,15988.132350264288,19181.654108069048,3
EC,lora,0.5,high,7121.990687060104,288.291104391224,6405.835882688589,7838.14549143162,3,5563.774056325749,233.89928043186092,4982.736033060898,6144.812079590601,3,17.21422471765848,0.7116617811857725,15.446358849025401,18.982090586291562,3,0.7900745840504877,0.016277577167004304,0.7496388407545073,0.8305103273464681,3,17363.257161458332,78.04326831527129,17169.38693549052,17557.127387426146,3
EC,lora,0.5,low,6368.450515427168,274.4432281775327,5686.695742585307,7050.20528826903,3,5609.983992739401,249.57945279038216,4989.994261992485,6229.973723486318,3,19.231705607453378,0.8054450744236639,17.230869123358797,21.23254209154796,3,0.8663034126756525,0.020366107764149346,0.8157111963377849,0.9168956290135201,3,17363.366536458332,78.22938998241695,17169.033958638196,17557.69911427847,3
EC,lora,0.5,medium,7774.540903146284,316.92216640129993,6987.262597908958,8561.819208383611,3,6496.425848650643,291.63059076913027,5771.975300229997,7220.87639707129,3,20.85707679057569,0.8211844729717538,18.817141472988016,22.897012108163363,3,0.7339260108976197,0.02731869086215787,0.6660626206921252,0.8017894011031141,3,17363.365885416668,78.23008190149605,17169.031588774254,17557.70018205908,3
EC,spikelora,0.1,high,5979.405703808735,702.9383863664852,4233.209949220464,7725.601458397005,3,4639.788667448814,569.2261752227678,3225.752459080058,6053.824875817569,3,14.617485356930425,1.5455205955913693,10.77819936118265,18.4567713526782,3,0.8695161598776057,0.017189729071262212,0.8268145056374414,0.9122178141177699,3,17876.572265625,1100.8503404880746,15141.908419859272,20611.23611139073,3
EC,spikelora,0.1,low,5579.785374961881,431.666833515109,4507.465514928435,6652.105234995326,3,4799.121864395134,373.92269882867237,3870.246386966879,5727.997341823389,3,16.935810618047086,1.3448806157688673,13.594941962655039,20.276679273439132,3,0.9251314405888538,0.0035636123203350084,0.9162789368339612,0.9339839443437463,3,17876.572265625,1100.8500944170194,15141.909031133659,20611.23550011634,3
EC,spikelora,0.1,medium,6433.530637929558,570.9973011743543,5015.094708792261,7851.966567066855,3,5261.073823438695,513.0862708611577,3986.496868626944,6535.650778250447,3,17.33447120705551,1.5136074410685847,13.57446188195772,21.0944805321533,3,0.846247968645445,0.014081115170905953,0.8112685394263314,0.8812273978645587,3,17876.570963541668,1100.851459139871,15141.904338890825,20611.23758819251,3
