task,mode,fraction,regime,test_rmse_mean,test_rmse_std,test_rmse_ci95_low,test_rmse_ci95_high,test_rmse_n,test_mae_mean,test_mae_std,test_mae_ci95_low,test_mae_ci95_high,test_mae_n,test_smape_mean,test_smape_std,test_smape_ci95_low,test_smape_ci95_high,test_smape_n,picp95_mean,picp95_std,picp95_ci95_low,picp95_ci95_high,picp95_n,mpiw95_mean,mpiw95_std,mpiw95_ci95_low,mpiw95_ci95_high,mpiw95_n
WS,fullft,0.2,low,0.6869381160518387,0.11871947016289668,0.3920226031048237,0.9818536289988538,3,0.524391642502516,0.07098466700357019,0.3480559542450933,0.7007273307599388,3,39.40711052814588,3.2708303203305524,31.28191758077703,47.53230347551472,3,0.8843408727438885,0.044289049389327484,0.7743207749396506,0.9943609705481264,3,2.103054642677307,0.16349695788182766,1.6969056838516368,2.5092036015029775,3
WS,fullft,0.2,medium,0.6675511292911663,0.08005204530106902,0.4686908246584993,0.8664114339238334,3,0.5275816135965617,0.05558989342623248,0.38948866294598716,0.6656745642471363,3,34.76920044824014,2.9523055235412166,27.43526696069349,42.10313393578679,3,0.8973451327433629,0.02437853017965478,0.8367855065677894,0.9579047589189364,3,2.109284003575643,0.16910163909869685,1.6892122447769817,2.5293557623743044,3
WS,fullft,0.5,high,0.7112312406255038,0.04022373686561454,0.611309938971347,0.8111525422796606,3,0.563346790337511,0.03407767614809979,0.47869314989025064,0.6480004307847713,3,33.63568807533667,1.9931405496903933,28.684452471093337,38.586923679579996,3,0.8064771908145402,0.0343511057281202,0.7211443136360515,0.8918100679930289,3,1.845590631167094,0.021471358428798434,1.7922528199722685,1.8989284423619195,3
WS,fullft,0.5,low,0.5454893348852657,0.06026502812295995,0.3957827058271819,0.6951959639433496,3,0.4263764008708759,0.044457056458237026,0.31593895037092434,0.5368138513708275,3,34.30925712796603,2.5693014115525146,27.926758598754166,40.69175565717789,3,0.9115101667809001,0.03755353159737332,0.8182220227316135,1.0047983108301868,3,1.8464858134587605,0.02061994811494626,1.7952630227327222,1.8977086041847988,3
WS,fullft,0.5,medium,0.6243026418500892,0.030588517153626336,0.5483165528431858,0.7002887308569926,3,0.49562556740105324,0.022147450673297917,0.4406082499650654,0.550642884837041,3,33.10818630811267,1.3066222749035779,29.86235664005191,36.35401597617343,3,0.8635785398230089,0.027614226221447977,0.7949809990863552,0.9321760805596626,3,1.8474509716033936,0.020776577861899157,1.7958390910161723,1.8990628521906148,3
WS,lora,0.1,high,0.6278626432130491,0.09448850949105912,0.3931401734621389,0.8625851129639592,3,0.4738192430639743,0.08478315760369114,0.2632062039419834,0.6844322821859652,3,29.148110937995455,5.041173927104366,16.625140674338176,41.67108120165273,3,0.890660076202245,0.040041902044097744,0.7911904772855218,0.9901296751189681,3,1.9851726690928142,0.06782696699393026,1.8166811425116351,2.1536641956739935,3
WS,lora,0.1,low,0.7223706139991414,0.18468043799528594,0.2635989733581683,1.1811422546401145,3,0.5594530137935566,0.14219608895152652,0.20621834677004253,0.9126876808170707,3,41.42267696760621,7.113926291591985,23.75070438826938,59.09464954694303,3,0.8362714187799863,0.1035951606073295,0.5789267735636761,1.0936160639962966,3,1.987934152285258,0.06770971996916604,1.8197338834598826,2.1561344211106332,3
WS,lora,0.1,medium,0.6488717729268477,0.10502103144448759,0.38798506819191186,0.9097584776617835,3,0.5073931118116266,0.08890812716637354,0.28653308023928103,0.7282531433839722,3,33.795926975097835,4.880792910777958,21.671365242340897,45.92048870785477,3,0.8846423303834808,0.04373389999360343,0.7760013001287993,0.9932833606381624,3,1.9878374735514324,0.06750236582688131,1.8201523009705878,2.155522646132277,3
WS,lora,0.2,high,0.6618145993074301,0.07831702033962099,0.467264335612271,0.8563648630025893,3,0.5109582078977368,0.0766393856999946,0.3205754196773606,0.7013409961181131,3,30.974446494972444,4.42097464761948,19.99213665026486,41.95675633968003,3,0.8812995572031715,0.008828227396127227,0.8593690246008162,0.9032300898055269,3,2.0610580841700235,0.2790697236401225,1.3678104594764435,2.7543057088636034,3
WS,lora,0.2,low,0.733979783979256,0.2156444620898193,0.19828924337846,1.269670324580052,3,0.5667745805434884,0.15647585492421923,0.17806700835267886,0.9554821527342979,3,41.564098373588386,7.38807642097476,23.211099119179014,59.91709762799776,3,0.8517614804660726,0.0787208564679984,0.6562080322150563,1.0473149287170889,3,2.056424617767334,0.27078388229739936,1.3837601640265376,2.72908907150813,3
WS,lora,0.2,medium,0.6584080134994416,0.11492770537880327,0.37291176644656304,0.94390426055232,3,0.5169859724113811,0.0995940496503618,0.26958063781204855,0.7643913070107137,3,34.14209880825843,5.2918886850806315,20.996318559427674,47.287879057089185,3,0.8940173303834807,0.01771708878344075,0.8500056419946522,0.9380290187723093,3,2.06021257241567,0.27676774664390225,1.3726833755899115,2.7477417692414283,3
WS,lora,0.5,high,0.7127742349188182,0.037828814812443934,0.6188022494535712,0.8067462203840652,3,0.5639659187296812,0.03810423040276079,0.4693097630101326,0.6586220744492297,3,34.024495611750794,2.1456837617941087,28.694321661653788,39.3546695618478,3,0.839460405725466,0.013378771020060184,0.8062256960980739,0.872695115352858,3,1.9675052960713704,0.10637561062383422,1.7032536301135095,2.2317569620292312,3
WS,lora,0.5,low,0.6531098326703133,0.044334899293618446,0.5429758373897475,0.7632438279508791,3,0.5147085466944846,0.0355226793430415,0.42646531931711434,0.602951774071855,3,39.6803989268611,1.974317982937492,34.775921170520014,44.58487668320219,3,0.8682933516106922,0.009572202912244405,0.8445146813721542,0.8920720218492302,3,1.9681677023569744,0.10278135664010939,1.7128446582655825,2.223490746448366,3
WS,lora,0.5,medium,0.6534562910469747,0.04588014626571317,0.5394836894891079,0.7674288926048415,3,0.5274805861214796,0.04553882811569036,0.41435586585177886,0.6406053063911804,3,35.18714366269842,2.6427224821752633,28.62225708311776,41.752030242279076,3,0.8783554572271387,0.009862065850458318,0.8538567275325537,0.9028541869217237,3,1.9696949323018391,0.10431574077786979,1.7105602667095723,2.228829597894106,3
WS,spikelora,0.1,high,0.5967231112872592,0.08964241479835602,0.3740390081170567,0.8194072144574617,3,0.4486588923892576,0.08289676488967108,0.24273191254727688,0.6545858722312383,3,27.120123422818256,4.581625955397467,15.738733606022315,38.5015132396142,3,0.9106992070847492,0.02064428298370003,0.8594159651935298,0.9619824489759685,3,2.010103782018026,0.16657413199011864,1.596310698944423,2.4238968650916286,3
WS,spikelora,0.1,low,0.6313925979719982,0.1149365099455103,0.34587447916292746,0.916910716781069,3,0.491113636579202,0.09219078565438685,0.2620990292620863,0.7201282438963177,3,37.85666544741161,5.256753166681354,24.798166664857312,50.9151642299659,3,0.8972264107836417,0.039606377839694264,0.7988387139674439,0.9956141075998396,3,2.0149282614390054,0.1667194484779819,1.6007741921977667,2.4290823306802443,3
WS,spikelora,0.1,medium,0.5988545806954689,0.06929382913106069,0.4267191665615506,0.7709899948293872,3,0.46262897274410214,0.056562947710435636,0.3221188212505882,0.6031391242376161,3,31.033408078570798,3.2649248443903023,22.922885146690778,39.143931010450814,3,0.915606563421829,0.013295128366615293,0.8825796336641677,0.9486334931794903,3,2.0145602226257324,0.16679861660616926,1.6002094888516973,2.4289109563997675,3
WS,spikelora,0.2,high,0.6547409790183494,0.11565584489982374,0.36743593312191053,0.9420460249147882,3,0.5074883177951661,0.09756448420322165,0.2651247032614773,0.7498519323288549,3,30.73320999181873,5.298629913972481,17.570683602074396,43.89573638156306,3,0.8854700854700854,0.05016535744733994,0.7608524292132574,1.0100877417269136,3,2.0455602010091147,0.13647824636534503,1.7065294423836102,2.3845909596346195,3
WS,spikelora,0.2,low,0.6815666345094842,0.13627640732255236,0.3430372718618782,1.0200959971570902,3,0.5376941374297662,0.09973396280231779,0.2899412392932942,0.7854470355662383,3,40.73380140736773,5.072660113952764,28.1326151195621,53.33498769517335,3,0.8766004112405757,0.07203874367342993,0.6976462513765107,1.0555545711046408,3,2.0479383865992227,0.13506948445402647,1.7124071865644586,2.3834695866339866,3
WS,spikelora,0.2,medium,0.6506707477200947,0.11111685871852885,0.3746411685695844,0.926700326870605,3,0.5237363301354919,0.10078491512574098,0.27337272169918514,0.7740999385717987,3,34.89987531015634,5.691200314680041,20.762149983509502,49.03760063680318,3,0.8952710176991151,0.04890283766879043,0.7737896344359736,1.0167524009622566,3,2.048692544301351,0.13714728029584092,1.7079998132586818,2.3893852753440203,3
WS,spikelora,0.5,high,0.7076422992819804,0.03682910643104036,0.6161537271077002,0.7991308714562606,3,0.5579020366549873,0.03406033354187931,0.47329147762985874,0.6425125956801159,3,33.597768472580476,2.254817041586073,27.996492426548613,39.19904451861234,3,0.8229430542683556,0.01742029005996786,0.7796686547812963,0.8662174537554148,3,1.8862414757410686,0.08424223931810824,1.6769721521312528,2.0955107993508846,3
WS,spikelora,0.5,low,0.6296588312799584,0.08440682501584566,0.4199806541315834,0.8393370084283334,3,0.4973013741283186,0.06807141666474463,0.3282026009012521,0.6664001473553851,3,38.763653930515815,4.032056914718658,28.747469292863634,48.779838568167996,3,0.8620881882567969,0.052304529942577525,0.7321565329326759,0.9920198435809179,3,1.8849013646443684,0.0831417252686009,1.678365869487211,2.091436859801526,3
WS,spikelora,0.5,medium,0.6466070900146161,0.05992177746817996,0.4977531428526437,0.7954610371765886,3,0.5206565550229015,0.055738212718610076,0.3821951588247562,0.6591179512210469,3,34.820303572884995,3.3454197176127303,26.50982029083306,43.13078685493693,3,0.8643897492625369,0.035274673023181144,0.7767626037370765,0.9520168947879972,3,1.887413779894511,0.0847963911877602,1.676767866727273,2.098059693061749,3
